ident,classification,source,start,end,duration,path_relative,fold,frames,classification_original,path_audio,target
Karlan Forrester - Soybean Attractiveness/A11/4/210723_1131,ambient_night,manual labeling of ambient_night,70140.0,70143.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210723_1131_s70140.wav,5,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210723_1131_s70140.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210723_1131,ambient_night,manual labeling of ambient_night,73740.0,73743.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210723_1131_s73740.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210723_1131_s73740.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,39180.0,39183.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s39180.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s39180.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,42780.0,42783.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s42780.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s42780.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,46380.0,46383.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s46380.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s46380.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,49980.0,49983.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s49980.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s49980.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,53580.0,53583.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s53580.wav,5,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s53580.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,57180.0,57183.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s57180.wav,5,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s57180.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,60780.0,60783.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s60780.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s60780.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,64380.0,64383.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s64380.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s64380.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,71580.0,71583.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s71580.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s71580.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,125580.0,125583.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s125580.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s125580.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,143580.0,143583.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s143580.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s143580.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,147180.0,147183.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s147180.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s147180.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,150780.0,150783.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s150780.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s150780.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,154380.0,154383.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s154380.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s154380.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,157980.0,157983.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s157980.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s157980.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,161580.0,161583.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s161580.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s161580.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007,ambient_night,manual labeling of ambient_night,165180.0,165183.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s165180.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210726_1007_s165180.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210805_0819,ambient_night,manual labeling of ambient_night,45660.0,45663.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210805_0819_s45660.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210805_0819_s45660.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210805_0819,ambient_night,manual labeling of ambient_night,49260.0,49263.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210805_0819_s49260.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210805_0819_s49260.wav,1
Karlan Forrester - Soybean Attractiveness/A11/4/210805_0819,ambient_night,manual labeling of ambient_night,52860.0,52863.0,3.0,Karlan Forrester - Soybean Attractiveness/A11/4/210805_0819_s52860.wav,5,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/A11/4/210805_0819_s52860.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,46200.0,46203.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s46200.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s46200.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,49800.0,49803.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s49800.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s49800.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,53400.0,53403.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s53400.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s53400.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,57000.0,57003.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s57000.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s57000.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,60600.0,60603.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s60600.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s60600.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,64200.0,64203.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s64200.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s64200.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,67800.0,67803.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s67800.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s67800.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,71400.0,71403.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s71400.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s71400.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,132600.0,132603.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s132600.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s132600.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,136200.0,136203.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s136200.wav,5,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s136200.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,143400.0,143403.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s143400.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s143400.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,147000.0,147003.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s147000.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s147000.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,150600.0,150603.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s150600.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s150600.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,154200.0,154203.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s154200.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s154200.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,157800.0,157803.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s157800.wav,5,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s157800.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,161400.0,161403.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s161400.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s161400.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910,ambient_night,manual labeling of ambient_night,168600.0,168603.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s168600.wav,5,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210721_0910_s168600.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_night,manual labeling of ambient_night,36480.0,36483.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s36480.wav,5,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s36480.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_night,manual labeling of ambient_night,43680.0,43683.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s43680.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s43680.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_night,manual labeling of ambient_night,50880.0,50883.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s50880.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s50880.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_night,manual labeling of ambient_night,58080.0,58083.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s58080.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s58080.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_night,manual labeling of ambient_night,65280.0,65283.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s65280.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s65280.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_night,manual labeling of ambient_night,68880.0,68883.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s68880.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s68880.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_night,manual labeling of ambient_night,72480.0,72483.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s72480.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s72480.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052,ambient_night,manual labeling of ambient_night,76080.0,76083.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s76080.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210723_1052_s76080.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,44820.0,44823.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s44820.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s44820.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,48420.0,48423.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s48420.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s48420.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,52020.0,52023.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s52020.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s52020.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,55620.0,55623.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s55620.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s55620.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,59220.0,59223.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s59220.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s59220.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,62820.0,62823.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s62820.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s62820.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,80820.0,80823.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s80820.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s80820.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,127620.0,127623.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s127620.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s127620.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,131220.0,131223.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s131220.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s131220.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,134820.0,134823.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s134820.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s134820.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,138420.0,138423.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s138420.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s138420.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,142020.0,142023.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s142020.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s142020.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,145620.0,145623.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s145620.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s145620.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,149220.0,149223.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s149220.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s149220.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,152820.0,152823.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s152820.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s152820.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933,ambient_night,manual labeling of ambient_night,156420.0,156423.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s156420.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210726_0933_s156420.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,47820.0,47823.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s47820.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s47820.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,51420.0,51423.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s51420.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s51420.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,55020.0,55023.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s55020.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s55020.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,58620.0,58623.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s58620.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s58620.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,62220.0,62223.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s62220.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s62220.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,73020.0,73023.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s73020.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s73020.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,80220.0,80223.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s80220.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s80220.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,134220.0,134223.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s134220.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s134220.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,137820.0,137823.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s137820.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s137820.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,141420.0,141423.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s141420.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s141420.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,148620.0,148623.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s148620.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s148620.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,152220.0,152223.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s152220.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s152220.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,155820.0,155823.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s155820.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s155820.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,166620.0,166623.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s166620.wav,5,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s166620.wav,1
Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743,ambient_night,manual labeling of ambient_night,170220.0,170223.0,3.0,Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s170220.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/C9-16/4/210805_0743_s170220.wav,1
Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930,ambient_night,manual labeling of ambient_night,48600.0,48603.0,3.0,Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s48600.wav,3,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s48600.wav,1
Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930,ambient_night,manual labeling of ambient_night,52200.0,52203.0,3.0,Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s52200.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s52200.wav,1
Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930,ambient_night,manual labeling of ambient_night,55800.0,55803.0,3.0,Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s55800.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s55800.wav,1
Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930,ambient_night,manual labeling of ambient_night,59400.0,59403.0,3.0,Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s59400.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s59400.wav,1
Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930,ambient_night,manual labeling of ambient_night,63000.0,63003.0,3.0,Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s63000.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s63000.wav,1
Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930,ambient_night,manual labeling of ambient_night,66600.0,66603.0,3.0,Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s66600.wav,2,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s66600.wav,1
Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930,ambient_night,manual labeling of ambient_night,73800.0,73803.0,3.0,Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s73800.wav,1,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s73800.wav,1
Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930,ambient_night,manual labeling of ambient_night,131400.0,131403.0,3.0,Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s131400.wav,4,5,ambient_night,./training/audio/Karlan Forrester - Soybean Attractiveness/EBN/4/210721_0930_s131400.wav,1
